Name,Stand,Address,Website,Facebook,Instagram,Youtube,LinkedIn,Twitter,Description
KOYSON GEN. TRADING LLC,Hall: Za'abeel Plaza Stand: ZP-D49,"Warehouse A14, J1 Warehouses ,Industrial Area 1, Jabel Ali ,United Arab Emirates ",https://www.nellonfoods.com,https://www.facebook.com/NellonFood/,https://www.instagram.com/NellonFood/,https://www.youtube.com/user/nellonfood,,https://twitter.com/nellonfood,"Nellon Food Products is a brand processed and marketed in the Middle East countries with an authentic blend. Nellon Foods present before you a line of vibrant, fresh-tasting condiments in cool and trendy packs. It also brings you international quality Pulses, Nuts, and delicate powdered spices. The company is very keen to procure high-quality products from the best fields in the world."
Kondo Trading,Hall: Trade Centre Arena Stand: S-161,"Tsukiji koyama building 2F,3-12-5,Tsukiji ,Chuo-ku ,Tokyo ,1040045 ,Japan ",http://www.kondotrading.com,,,,,,"We provide Japanese food to the world and receiving good appraisal. We export high quality Japanese food at reasonable price to almost 20 countries such as HK, China, Asian countries, EU, Middle east, Canada, South Africa and South America. With our long experience, we answer to all the needs of our customers. As the world is taking a fresh look at the quality of food, it is our mission to provide real (high quality) Japanese food to the world."
Koza Agro Gida Ve Dis Ticaret San. Ltd. Sti - TR,Hall: Za'abeel Hall 4 Stand: Z4-130,"Karaduvar Mh. Serbest Bolge 3. ,Cd. No:12 Free Zone Akdeniz ,Mersin ,33020 ,Turkey ",https://www.kozaagro.com,,,,,,"One of the owners of this ancient heritage, Koza Agro family is working to deliver the products to the whole world by targeting to produce healthy food in Turkey and deliver them to the table in its purest form since 2002. Defining itself as “the gateway of the deep-rooted heritage to the present”, Koza Agro made it business to protect this heritage and pass it on to the new generations. Growing based on the vision of the founders Zafer YIGIT and Muzaffer YIGIT, Koza Agro works with its investments in the production center equipped with the most advanced technologies, experienced staff and a daily production capacity of 100 tons. Koza Agro integrated internationally as a group under the roof of FAGO GLOBAL in 2018. Today, it exports 44 products to 34 countries, primarily to the European Union countries, the Middle East and Far East, under its registered brands “Sezer Agro” and “Dane”. Our A Level BRC Food safety certificate has proved our understanding in quality and safety."
Konstantopoulos S.A. - Olymp,Hall: Shk Saeed Hall 1 Stand: S1-F30,"3 km National Road Katerini Larisa ,Katerini ,Greece ,60100 ,Greece ",https://www.konstolymp.gr,,,,,,"Konstantopoulos S.A. “Olymp” is one of the leading Greek export companies in the table olive and extra virgin olive oil industry, exporting to more than 60 countries worldwide. The company is cooperating with more than 5.000 producers and is a big supporter of the Greek agricultural economy. Konstantopoulos S.A. “Olymp” main facility is in Katerini, on a privately-owned area of 70.000 square meters, with the production facility and offices occupying 15.000 square meters in addition to 1.200 fermentation and maintenance tanks. ?n 2014, a new processing and packaging facility was acquired solely for extra virgin olive oil in the area of Kalamata, with the capacity to store more than 1.000 tons of oil, with modern filtering technologies and bottling procedures. The location of this new facility allows also the company to produce and package the exclusive P.D.O. Kalamata table olives and P.D.O. extra virgin olive oil."
Kozat S.A. Fine Foods,Hall: Shk Saeed Hall 1 Stand: S1-H43,"Thesi Varkos, Tragano Elias ,Tragano ilias ,270 57 ,Greece ",http://www.kozat.gr,,,,,,
HCC MPW,Hall: Hall 3 Stand: F3-2,"Ty Rheidol, Parc Merlin ,Aberystwyth ,United Kingdom ",https://www.hccmpw.org.uk,,,,,,
HDI Holding Dolciaria Italiana S.p.A. (Sorini),Hall: Shk Saeed Hall 1 Stand: S1-F15,"Via Lanzone, 31 ,Castelleone (CR) ,Italy ",http://www.sorini.it,,,,,,
Healthier Coffee And Tea Trading PTE LTD,Hall: Al Mustaqbal Plaza Stand: HP2-G24,"1 Coleman Street, #10-06, The Adelphi, (179803) ,Singapore ",http://www.lipatea.com/,,,,,,HEALTHIER COFFEE AND TEA TRADING PTE LTD
Hastavuk A.S.,Hall: Hall 2 Stand: F2-25,"Balkan Mahallesi, Hasanaga Caddesi, No: 8/1 Nilufer - Bursa ,Bursa ,Turkey ",https://www.hastavuk.com.tr,,,,,,
Haus Rabenhorst O. Lauffs GmbH & Co. KG,Hall: Za'abeel Hall 3 Stand: Z3-F12,"Rabenhorststr. 1 ,Unkel ,Germany ",https://www.rabenhorst.de,,,,,,
Hayel Saeed Anam & Co.,Hall: Hall 6 Stand: B6-10,"Frimex Building ,Salahuddin Street, Al Khabaisi – 128 ,Duabi ,P.O. Box 4397 ,United Arab Emirates ",http://www.hsagroup.com,,,,,,"Hayel Saeed Anam Group of Companies has as many as 32 manufacturing units across various countries, with the core focus being in food processing and packaging. This year too, the Gulfood will showcase the strength and diversity of the group and will help potential customers get a wide range of food products from Dairy to legumes and cooking oils to biscuits and confectionery all under one roof."
Hebron Snacks for Food Industries  and Investment,Hall: Shk Maktoum Hall Stand: M-H8,"Hebron ,Hebron ,Palestine, State of ",https://www.hebronsnacks.ps/ebronsnacks.ps,https://www.facebook.com/Hebronsnacks/about,,,,,
Heidelore Knirr GmbH,Hall: Shk Saeed Hall 3 Stand: S3-A4,"42,42-1,42-2Jalan Puteri 5/5Bandar Puteri Puchong ,Germany ",https://www.coffeeland.com.my,,,,,,
Heliadis Belgium,Hall: The Pavilion Stand: TP-130,"Willem Elsschotstraat 15, Vilvoorde ,Brussels ,Belgium ",https://www.nawhals.com/,,,,,,
Hemsi Tarim Urunleri Ticaret Ve Sanayi A.S.,Hall: Shk Maktoum Hall Stand: M-A12,"Akdeniz Mahallesi, Sehit Fethibey Caddesi 99 Basamak Is ,Merkezi No: 43/81 35210 Konak - Izmir ,Izmir ,35210 ,Turkey ",http://www.hemsi.com.tr,,,,,,
Hilal Foods Private Limited,Hall: Za'abeel Plaza Stand: ZP-E28,"507-508 Clifton Centre ,Clifton Block 5 ,Karachi ,75600 ,Pakistan ",http://www.hilalcandy.com,,,,,,
Henry Lambertz GmbH & Co.KG,Hall: Shk Saeed Hall 2 Stand: S2-H33,"Borchersstrasse 18 ,Aachen ,Germany ",,,,,,,
Hemani General Trading - AE,Hall: Hall 6 Stand: B6-29,"P.O. Box 64415 ,412 Latifa Towers ,Sheikh Zayed Road ,Dubai ,UAE ,000 ,United Arab Emirates ",https://www.hemaniherbals.com,https://www.facebook.com/hemaniherbalpk,https://www.instagram.com/wbhemanipk/,https://www.youtube.com/@WBbyHemaniHerbal,https://www.linkedin.com/company/hemani-group-of-companies/,,"Hemani Herbal, established in 1949, is now one of the largest Manufacturer & Trader of Natural and Herbal Products lead by the dynamic personality of CEO Mr. Mustafa Hemani who has been recognized by the President of Pakistan as the Businessman of the Year 2019 with a Gold Medal for his achievement not only this but the government of Pakistan have also recognized Hemani Herbal with the Best Exporter and Brand of the Year Award, multiple times over the period of several years. Hemani Herbal’s production take place under strict quality control to provide the best quality essentials which aim at replacing the modern day living to a more toxin-free and chemical-free living. Our factory is ISO 9001,14001,18001, 22001 | HACCP Certified and has Halal Certification from Pakistan and the UAE. Our products are manufactured as per Emirates Quality Mark (EQM) and GMP (UK) standards. Currently we have over 1200 products in the category of Health, Wellness, Beauty & Fragrances available in more than 85 countries worldwide and good distributions in MENA Region, America, Europe, Australia, Africa, and several other countries. Hemani Herbal’s growth has continued in the form of owning a retail chain of a sub-brand, “WB by Hemani” with 30 outlets in Pakistan, 1 international and several distribution channels in different countries. Its products aim at providing Natural & Herbal Products in the most innovative way as solutions to modern day problems while making lifestyles more ‘Natural, Chemical & Toxin-Free’."
Herbs N Spices International Company Limited,Hall: Za'abeel Hall 6 Stand: Z6-109,"Room 403, Ocean Park Building, No 01 Dao Duy Anh St ,Phuong Mai Ward, Dong Da District ,Hanoi ,Viet Nam ",,,,,,,
Heritage Teas (Pvt) Ltd,Hall: Za'abeel Hall 2 Stand: Z2-E43,"96, Ambatale Road, Kohilawatte ,Wellampitiya ,Sri Lanka ",https://heritagegroup.lk,,,,,,"Heritage since its inception has strived on experience and knowledge to blend the best cup of tea and supply quality conscious customers worldwide. Our founder Mr. Anel De Silva has 50 years of experience. Today the business has passed down to the next generation. Heritage exports over 10 million kgs of tea annually to 50+ countries worldwide, Japan the oldest partnership. Our tea professionals have a collective experience exceeding 200 years backed by state of the art manufacturing facilities. The organization has established an effective food management system that is based on a continues process of improvement. It specifies each tea product from selecting, blending, packing and exporting. We produce all types of teas including tea bags, loose tea and bulk."
Hilltop Honey,Hall: Shk Saeed Hall 1 Stand: S1-B28,"Unit 5, Dyffryn Enterprise Park, Newtown ,Caersws ,United Kingdom ",https://www.hilltop-honey.com,,,,,,
Helvacizade Food Pharma & Chemicals Inc. (Zade Oils),Hall: Za'abeel Hall 1 Stand: Z1-D47,"Konya Organize Sanayi Bolgesi Guzel Konak ,Sk. No: 8 Pk: 42300 Konya ,Konya ,Turkey ",https://www.zade.com.tr,https://tr-tr.facebook.com/ZadeYaglari/,https://www.instagram.com/zadeyaglari/,https://www.youtube.com/@zadeyaglar2073,https://tr.linkedin.com/company/helvac%C4%B1zade-g%C4%B1da-i%CC%87la%C3%A7-kimya-san-ve-tic-a%C5%9F,https://twitter.com/ZadeYaglari?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,SUNFLOWER OIL CORN OIL EXTRA VIRGIN OLIVE OIL PURE OLIVE OIL FLAVOURED EXTRA VIRGIN OLIVE OIL ORGANIC COCONUT OIL
Hintz Foodstuff Production GmbH,Hall: Shk Saeed Hall 2 Stand: S2-H39,"No. 1978 Jiaotong Road, Economic Development Zone In Suixian County ,Suizhou City, Hubei Province ,Germany ",https://www.hbzxsp.com,,,,,,
Himalayan Wellness Company Pvt Ltd,Hall: Za'abeel Plaza Stand: ZP-29,"Descon Headquarters, 18 KM Ferozepur Road, Sufiabad ,Lahore ,Punjab ,54760 ,Pakistan ",https://www.himalayanwellnessco.com,,,,,,"The Himalayan Wellness Company (Pvt.) Ltd was incorporated with a vision to purvey the finest Himalayan Superfoods by traversing this magical and biodiverse land which Rudyard Kipling called "" Shangri-La "".Our Land from which we source nature's bounties in Pakistan, ""the Land of Pure"", is the only place in the world where the Himalayan mountain range has deposits of rock salts. Another unique feature of this range is that while the mountain beds contain salts and a wealth of minerals, the rolling greens and valleys are rich with flora and fauna and dotted with nectar and pollen bearing trees and herbs. We firmly believe in sustainably sourcing our products and in pursuance of this vision we started one of the largest apiculture extension initiative, one of its kind, to support the adaption of modern beekeeping practices by beekeepers all across Pakistan. The youngest frontal folds of the Himalayas contain pre Cambrian age deposits of evaporated ancient seas which have been preserved by nature in the form of Himalayan Pink salt. We offer our sustainably sourced all Natural Health and wellness products to customers across the world with a vision and a promise that we will keep our products in their natural state. We believe that denaturing and extensive processing of food has depleted its functionality to heal and rejuvenate. We at the Himalayan wellness Co have taken it upon us to ensure that a truly delectable, wholesome and nutritious experience is delivered to our customers globally."
Hiva Bazargan Pars,Hall: Shk Rashid Hall Stand: R-S3,"Unit 6, No 281, Pamenar St. ,Tehran ,Iran, Islamic Republic of ",https://www.iran-pistachios.com,,,,,,
Hochland Deutschland GmbH,Hall: Shk Saeed Hall 2 Stand: S2-H13,"Residence Lac 2001, Prima A34 Les Berges du Lac ,Germany ",http://www.huilerie-loued.com,,,,,,
HK Enterprises LLC,Hall: Hall 7 Stand: C7-19,"Hamid & Kumar Enterprises LLC (HK Gourmet) ,20 8 Street ,Al Quoz - Al Quoz Industrial Area 4 ,Dubai ,13464 ,United Arab Emirates ",http://hkfoodgroup.com/hk-gourmet,https://www.facebook.com/HKenterprisesGourmet,https://www.instagram.com/hkgourmetuae,,https://www.linkedin.com/company/31562745,,"Since 2001, HK Gourmet has supplied a wide range of food and non-food products to the UAE. We pride ourselves on being the preferred 'Local Supplier of Global Food' by providing our customers with the world's finest food ingredients. Our group's success is based on providing our clients with the highest quality service at the best price. Volume purchases enable us to pass along savings to our customers. Meanwhile, our logistics team ensures that deliveries are made on time and smoothly. The clients we serve include hotels, restaurant chains, stand-alone restaurants, institutional caterers, and the government."
Hochwald Sprudel Schupp GmbH - DE,Hall: Za'abeel Hall 3 Stand: Z3-F13,"Am Sauerbrunnen 25-33 ,Schwollen ,55767 ,Germany ",http://www.hochwald-sprudel.de,,,,,,
Hock Seng Food Pte Ltd,Hall: Za'abeel Plaza Stand: ZP-G6,"Tuo Jia,Changsha County , Hunan Province ,Singapore ",http://www.xiangfengtea.com,,,,,,
IDHEA,Hall: Shk Saeed Hall 2 Stand: S2-B56,"4 rue des Ã©pices ,Hochfelden ,France ",http://www.epicerie-peo.com,,,,,,
Hochwald Foods GmbH,Hall: HALL2 Stand: D2-9,"B.O.Box 148 ,Germany ",https://www.hunajainensam.fi,,,,,,
Iktos OU,Hall: Trade Centre Arena Stand: S-G35,"Simuna mnt 18-2 ,Vaike-Maarja ,Estonia ",https://honestnektar.eu/,,,,,,
Ilanga Nature,Hall: Shk Saeed Hall 2 Stand: S2-C20,Belgium ,,,,,,,
Imaru Ikawasyoten co.,Hall: Trade Centre Arena Stand: S-162,"963,Nakaneshinden ,Yaizu-shi ,Shizuoka ,Japan ",https://imaru-ikawa.co.jp,,,,,,
Iftekhar Ahmed & Co - PK,Hall: Za'abeel Plaza Stand: ZP-C28,"Plot No. 07 ,New Fruit & Vegetable Market, ,Super Highway,  Karachi ,Karachi ,Sindh ,Pakistan ",http://www.iac-fruit.com,https://www.facebook.com/IftekharAhmedCo,,https://www.youtube.com/watch?v=r5AtPHl9izw,https://www.linkedin.com/company/iftekhar-ahmed-&-co./,https://twitter.com/iacfruit,"IFTEKHAR AHMED & CO. (IAC) IS A NAME TO RECKON IN THE WORLD OF HORTICULTURE PRODUCE & PROCESSED FRUIT AND VEGETABLE PRODUCTS, ESTABLISHED IN 1960 AND SINCE THEN IT HAS STEADILY GROWN IN SIZE, SCOPE AND REPUTATION FOR OVER 55 YEARS TO BECOME AN EXPORT POWERHOUSE OF TODAY. IAC IS THE SINGLE LARGEST COMPANY WORKING IN PAKISTAN WITH WELL INTEGRATED SUPPLY CHAIN MANAGEMENT SYSTEMS, OPERATING AS GROWER, PACKER, WHOLESALER, COLD STORAGE FACILITY PROVIDER, PROCESSOR AND EXPORTER OF FRESH FRUIT, VEGETABLE, FRUIT PULP, CONCENTRATE, FRUIT BEVERAGES, TOMATO BASED SAUCES."
