Name,Stand,Description,Address,Website
Durukan Confectionery Inc.,Hall: Shk Maktoum Hall Stand: M-A10,"Durukan Confectionery was established in 1993 and now one of the biggest suppliers of PepsiCo Europe for 14 years, Rocco lollipops and Rocco dragee chewy candy products are the market leaders in their categories in Turkey. Company was granted with many certificates: AIB, BRC, IFS, AIB, Sedex, ISO 9001, ISO 22000, also able to make production under Kosher and Halal disciplines. Durukan exports to more than 60 countries. . Durukan has two main brands U and JOX. U brand stands for a promise of cool fun with communication that targets young people. Jox is a child's brand that keeps mothers as the guards of their health and it refers to childish fun, surprise, and harmless in mother's eyes is a trusting brand. We add three new brands which are Sweet Route, MOM, and Super Duper into our portfolio. Sweet route is a brand that shares the moment in special days, holidays and celebrations when we are with our loved ones. The most lovely gift with Great flavours. Magical Organic Moods is a brand that offers naturally delicious sweets organic and clean ingredients with real fruit extract and multivitamin additives. Durukan started produced sugar free hard candies. Durukan Confectionery is always willing to work with reliable partners for a long term sustainable and successful business partnerships in all countries, with providing high quality products and service. DURUKAN created many brands in the light of consumer researches, with many different products. Adds value to people’s lives. With its solid infrastructure and higher standards provides a peaceful and reliable business environment beyond customer satisfaction.","A.S.O. 1. Organize Sanayi Bolgesi, DagistanCaddesi No:11, 06935 Sincan ,Turkey ",https://www.durukan.com.tr
Dubai Multi Commodities Centre,Hall: Concourse 2 Stand: CCR-25,"Headquartered in Dubai, DMCC is the world’s most interconnected Free Zone, and the leading trade and enterprise hub for commodities. Whether developing vibrant neighbourhoods with world-class property like Jumeirah Lakes Towers and the much-anticipated Uptown Dubai, or delivering high performance business services, DMCC provides everything its dynamic community needs to live, work and thrive. Made for Trade, DMCC is proud to sustain and grow Dubai’s position as the place to be for global trade today and long into the future. www.dmcc.ae","P.O. Box 48800 ,Jumeirah Lake Towers, Almas Tower, Level 49 ,United Arab Emirates ",http://www.dmcc.ae
DWTC,Hall: tbc Stand: TBC,Corporate Profile,United Arab Emirates ,https://www.dwtc.com/en
Entrepreneur Begjanova Amandursun,Hall: Za'abeel Plaza Stand: ZP-49,"Confectionery company ""Balam"" - puff pastry baked with pleasure","52 Garashsyzlyk street, Gypjak r/c, Bagtyyarlyk district , Ashgabat city, Turkmenistan ,Ashgabat ,Ahal region ,744015 ,Turkmenistan ",http://balam.com.tm
Epirou Vios,Hall: Shk Saeed Hall 1 Stand: S1-H15,"The Epirou Vios company focuses on the standardisation of Premium Greek Extra Virgin Olive oil originating from the Epirus monovarietal olive. The company also trades in similar products such as Olives ,olive paste (tapenade), honey and Herbs. This particular olive variety and associated product are rare and special and of such a quality and unique flavour, that it is worth introducing to the wide world. The monovarietal olive oil yielded at one of the oldest olive groves globally at the north of the Thesprotia area, this is a rare and especially exceptional variety of oil. A mono-varietal type, it is produced using solely natural and mechanical procedures. Its characteristics are its splendid and balanced flavour, its impressive colour, its low acidity and its high anti-oxidant and polyphenol content.","G. Papandreou 7 Plataria ,46100 ,Greece ",http://www.epirouvios.gr
Dunya Food Ihr. Ith. San. Tic. A.S.,Hall: Hall 2 Stand: F2-47,"Dunya Food / byKeskin is producer and exporter of Halal products as Whole Chicken Griller, Chicken Parts (Chicken Meat), Chicken Breast, Drumstick, Leg quarter, Shawarma, Wings, Chicken Franks Sausage, Chicken Nuggets, Naked Hen, IWP Hen, Olive Oil Products, Extra Virgin Olive Oil, Chicken Egg","Adalet Mah. Manas Bulv. No:47 B Folkart Towers ,A Blok K:40 D: 4004 Bayrakli - Izmir ,Izmir ,Turkey ",https://www.dunyafood.com
ES Commerce 2008 Ltd.,Hall: Trade Centre Arena Stand: S-151,"ES COMMERCE 2008 is a leader in the export of fast-moving goods from well-known brands of Mondelez (Milka, Oreo, Toblerone, Cadbury), Ferrero (Kinder), Lindt (Lindor). We offer fresh products of top brands at competitive prices and delivery terms. The company is located in 84 Polet str., 4003 Plovdiv, Bulgaria ( member of EU).","84 Polet Str. ,Plovdiv ,Bulgaria ,4003 ,Bulgaria ",http://www.escommerce2008.com
Eris Food,Hall: Za'abeel Hall 5 Stand: Z5-A16,"ERIS FLOUR MILLS is one of the main wheat flour producers of Turkey with the production capacity of 2300MTS/ per day. As well as supplying in the local market, we export 70 percent of our capacity to more than 40 countries of world such as Far East, Middle East, South America, Central America and Africa. Eris Flour Mills can produce any types of wheat flour such as the purpose of Bakery, Noodle, Biscuit, Chapatti, Industrial and Animal feed production etc, as per the customer's request. Currently, small flour packaging has been added to our packaging range besides industrial packaging. We also have our Instant Noodle products available for Export. Having number of brands of ours that we have been exporting for years, we can also use the brand of our customers if requested and possible.","Eski Silivri Yolu No.58 Mimarsinan, Buyukcekmece - Istanbul ,Istanbul ,34535 ,Turkey ",https://www.erisflourmills.com
Estonian Business and Innovation Agency,Hall: Trade Centre Arena Stand: S-F34  S-G33,"Innovative technologies, skilled professionals and Nordic business ethics make Estonia a smart choice. Estonian Business and Innovation Agency supports Estonian companies with export strategies and plans through helping them find suitable business partners all across the world. We also assist international companies in finding business opportunities in Estonia.","Estonian Business and Innovation Agency ,Sepise 7 ,Tallinn ,Estonia ,11415 ,Estonia ",https://tradewithestonia.com
Eswaran Brothers Exports (Pvt) Ltd - LK,Hall: Za'abeel Hall 3 Stand: Z3-D53,"Eswaran Tea has been one of the premier Ceylon tea suppliers for over 5 decades – and continues to do so. For 3 generations our family of master tea tasters has been noted as one of the top tea producers in Sri Lanka since 1963. Reaching discerning markets in numerous countries, we are now well-established as a reliable source of high-quality teas for millions of tea drinkers globally.","104/11, Grandpass Road ,Colombo ,Sri Lanka ,01400 ,Sri Lanka ",http://www.eswaran.com
Epsa S.A.,Hall: Shk Saeed Hall 1 Stand: S1-120,"EPSA S.A is a 99 years old soft drinks industry, exporting to more than 35 countries, famous for their great taste and high quality. Our premium engraved glass bottle is very well known for its unique shape. The orangeades and sour cherry drink contain 20percent juice, the blood orange 12percent and the lemonades 7percent lemon juice. The design of the Iced Teas cans is a state of art! Also, Zero soft drinks and “Light Drops”, liquid sweetener from stevia plant, are our latest innovations. EPSA, aiming at always coming first in customers’ choices and the market’s preference, is committed to constantly offer reliable products, that fulfill their needs and requirements, abiding by – at the same time – statutory legislation, first and foremost is issues of Food and Consumer Safety, in matters of Quality, and Employee Safety. EPSA applies systems of quality control ISO 9001:2015, ISO 22000:2005, IFS, Organic Certification and Halal.","Agria, Volos ,Magnesia ,37300 ,Greece ",http://www.epsa.gr
Eunique,Hall: Shk Saeed Hall 3 Stand: S3-H11,"The program The EU financed campaign EUnique aims to promote the delicious European PDO and PGI products from Greece and Cyprus, to UAE and Saudi Arabia and increase their awareness. Promoted products: OLIVES Konservolia Stylida PDO Konservolia Atalantis PDO Konservolia Amfissis PDO Konservolia Rovion CHEESES Katiki Domokou PDO Feta PDO Formaela Arachovas Parnasou PDO Graviera Agrafon PDO Kefalograviera PDO DRY FIGS Xira Syka Taxiarhi PDO Xira Syka Kimis PDO PISTACHIO Kelyfoto fistiki Fthiotidas PDO FRUITS Aktinidio Sperchiou PDO DELICACIES Loukoumi Geroskipou PGI Participants organizations: Agrifood Partnership of Central Greece (APCG) – Coordinator (Greece) Center of Promotion of traditional Cypriot products,(CPC) – Partner (Cyprus)","Chaina Avenue 93, Chalkida ,Greece ,34100 ,Greece ",http://euniqueproducts.eu/
